,mushroom_id,class,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_color,ring_number,ring_type,spore_print_color,population,habitat
2266,2267,edible,flat,smooth,white,no,none,free,crowded,broad,chocolate,tapering,smooth,fibrous,white,white,white,one,evanescent,black,abundant,grasses
2267,2268,edible,convex,scaly,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,gray,white,one,pendant,brown,several,woods
2268,2269,edible,convex,scaly,red,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,white,white,one,pendant,black,solitary,woods
2269,2270,edible,convex,fibrous,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,pink,gray,white,one,pendant,brown,several,woods
2270,2271,edible,flat,fibrous,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,white,white,one,pendant,brown,several,woods
2271,2272,edible,flat,fibrous,brown,no,none,free,crowded,broad,brown,tapering,smooth,fibrous,white,white,white,one,evanescent,black,scattered,grasses
2272,2273,edible,flat,fibrous,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,white,pink,white,one,pendant,black,several,woods
2273,2274,edible,convex,scaly,red,yes,none,free,close,broad,purple,tapering,smooth,smooth,gray,white,white,one,pendant,black,solitary,woods
2274,2275,edible,flat,fibrous,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,white,gray,white,one,pendant,black,several,woods
2275,2276,edible,convex,scaly,brown,yes,none,free,close,broad,purple,tapering,smooth,smooth,white,pink,white,one,pendant,brown,solitary,woods
2276,2277,edible,convex,fibrous,red,yes,none,free,close,broad,purple,tapering,smooth,smooth,pink,gray,white,one,pendant,black,solitary,woods
2277,2278,edible,convex,fibrous,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,white,pink,white,one,pendant,brown,solitary,woods
2278,2279,edible,convex,fibrous,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,white,white,white,one,pendant,brown,several,woods
2279,2280,edible,flat,fibrous,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,gray,white,white,one,pendant,brown,several,woods
2280,2281,edible,convex,fibrous,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,pink,gray,white,one,pendant,black,solitary,woods
2281,2282,edible,convex,scaly,brown,yes,none,free,close,broad,purple,tapering,smooth,smooth,pink,gray,white,one,pendant,brown,solitary,woods
2282,2283,edible,convex,fibrous,red,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,gray,white,one,pendant,brown,several,woods
2283,2284,edible,flat,fibrous,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,white,gray,white,one,pendant,black,solitary,woods
2284,2285,edible,convex,scaly,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,pink,white,one,pendant,black,solitary,woods
2285,2286,poisonous,convex,smooth,pink,no,creosote,free,crowded,narrow,brown,enlarging,smooth,smooth,white,white,white,one,pendant,black,several,woods
2286,2287,edible,flat,scaly,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,gray,white,white,one,pendant,black,solitary,woods
2287,2288,edible,flat,fibrous,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,gray,white,one,pendant,brown,solitary,woods
2288,2289,poisonous,flat,smooth,brown,yes,pungent,free,close,narrow,pink,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,urban
2289,2290,edible,convex,scaly,brown,yes,none,free,close,broad,purple,tapering,smooth,smooth,white,gray,white,one,pendant,black,solitary,woods
2290,2291,edible,convex,scaly,gray,yes,none,free,close,broad,purple,tapering,smooth,smooth,gray,gray,white,one,pendant,black,solitary,woods
2291,2292,edible,convex,scaly,red,yes,none,free,close,broad,brown,tapering,smooth,smooth,gray,gray,white,one,pendant,black,several,woods
2292,2293,edible,convex,scaly,red,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,white,white,one,pendant,brown,several,woods
2293,2294,edible,convex,scaly,red,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,gray,white,one,pendant,black,several,woods
2294,2295,edible,convex,fibrous,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,pink,gray,white,one,pendant,brown,solitary,woods
2295,2296,edible,flat,smooth,white,no,none,free,crowded,broad,brown,tapering,smooth,smooth,white,white,white,one,evanescent,black,scattered,grasses
2296,2297,edible,convex,scaly,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,pink,white,one,pendant,brown,several,woods
2297,2298,edible,convex,fibrous,brown,no,none,free,crowded,broad,pink,tapering,smooth,fibrous,white,white,white,one,evanescent,brown,scattered,grasses
2298,2299,edible,convex,fibrous,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,gray,pink,white,one,pendant,brown,solitary,woods
2299,2300,edible,convex,scaly,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,pink,pink,white,one,pendant,black,several,woods
2300,2301,edible,convex,scaly,red,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,pink,white,one,pendant,brown,several,woods
2301,2302,edible,convex,scaly,brown,yes,none,free,close,broad,purple,tapering,smooth,smooth,gray,pink,white,one,pendant,black,several,woods
2302,2303,edible,convex,fibrous,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,white,white,one,pendant,brown,several,woods
2303,2304,edible,convex,fibrous,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,white,white,one,pendant,black,solitary,woods
2304,2305,edible,convex,scaly,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,gray,white,one,pendant,black,several,woods
2305,2306,edible,convex,scaly,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,pink,white,one,pendant,brown,solitary,woods
2306,2307,edible,flat,scaly,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,gray,white,one,pendant,brown,several,woods
2307,2308,edible,convex,fibrous,red,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,white,white,one,pendant,black,several,woods
2308,2309,edible,convex,scaly,red,yes,none,free,close,broad,brown,tapering,smooth,smooth,gray,white,white,one,pendant,black,solitary,woods
2309,2310,edible,convex,fibrous,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,white,white,one,pendant,brown,several,woods
2310,2311,edible,convex,fibrous,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,pink,white,one,pendant,brown,solitary,woods
2311,2312,edible,flat,fibrous,brown,yes,none,free,close,broad,brown,tapering,smooth,smooth,gray,gray,white,one,pendant,black,several,woods
2312,2313,edible,flat,fibrous,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,pink,pink,white,one,pendant,brown,solitary,woods
2313,2314,edible,convex,scaly,gray,yes,none,free,close,broad,purple,tapering,smooth,smooth,pink,pink,white,one,pendant,brown,several,woods
2314,2315,edible,convex,fibrous,red,yes,none,free,close,broad,white,tapering,smooth,smooth,white,gray,white,one,pendant,black,solitary,woods
2315,2316,edible,flat,scaly,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,gray,white,one,pendant,black,several,woods
2316,2317,edible,convex,scaly,red,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,white,white,one,pendant,black,several,woods
2317,2318,edible,flat,scaly,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,white,pink,white,one,pendant,black,solitary,woods
2318,2319,edible,convex,scaly,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,white,white,one,pendant,black,solitary,woods
2319,2320,edible,flat,fibrous,brown,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,white,white,one,pendant,brown,several,woods
2320,2321,edible,convex,scaly,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,gray,pink,white,one,pendant,black,solitary,woods
2321,2322,edible,convex,scaly,red,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,pink,white,one,pendant,black,several,woods
2322,2323,edible,convex,scaly,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,gray,white,one,pendant,black,solitary,woods
2323,2324,edible,convex,fibrous,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,white,pink,white,one,pendant,black,solitary,woods
2324,2325,edible,convex,fibrous,red,yes,none,free,close,broad,purple,tapering,smooth,smooth,white,gray,white,one,pendant,brown,solitary,woods
2325,2326,edible,convex,fibrous,brown,yes,none,free,close,broad,purple,tapering,smooth,smooth,pink,pink,white,one,pendant,black,several,woods
2326,2327,edible,flat,fibrous,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,gray,white,white,one,pendant,brown,solitary,woods
2327,2328,edible,flat,scaly,gray,yes,none,free,close,broad,purple,tapering,smooth,smooth,pink,pink,white,one,pendant,brown,several,woods
2328,2329,edible,convex,fibrous,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,white,white,one,pendant,black,several,woods
2329,2330,edible,convex,scaly,red,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,white,white,one,pendant,black,solitary,woods
2330,2331,edible,flat,fibrous,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,gray,white,one,pendant,black,several,woods
2331,2332,edible,convex,scaly,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,gray,pink,white,one,pendant,black,several,woods
2332,2333,edible,flat,fibrous,brown,yes,none,free,close,broad,brown,tapering,smooth,smooth,white,pink,white,one,pendant,black,solitary,woods
2333,2334,edible,convex,scaly,red,yes,none,free,close,broad,purple,tapering,smooth,smooth,white,gray,white,one,pendant,brown,solitary,woods
2334,2335,edible,convex,scaly,red,yes,none,free,close,broad,purple,tapering,smooth,smooth,pink,gray,white,one,pendant,brown,solitary,woods
2335,2336,edible,convex,fibrous,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,gray,gray,white,one,pendant,brown,several,woods
2336,2337,edible,convex,fibrous,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,pink,white,one,pendant,brown,several,woods
2337,2338,edible,flat,fibrous,red,yes,none,free,close,broad,purple,tapering,smooth,smooth,white,pink,white,one,pendant,brown,several,woods
2338,2339,edible,convex,fibrous,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,white,gray,white,one,pendant,brown,solitary,woods
2339,2340,edible,convex,scaly,red,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,pink,white,one,pendant,brown,solitary,woods
2340,2341,edible,convex,scaly,gray,yes,none,free,close,broad,purple,tapering,smooth,smooth,pink,white,white,one,pendant,brown,several,woods
2341,2342,edible,convex,scaly,gray,yes,none,free,close,broad,purple,tapering,smooth,smooth,white,pink,white,one,pendant,black,solitary,woods
2342,2343,edible,convex,fibrous,red,yes,none,free,close,broad,purple,tapering,smooth,smooth,pink,white,white,one,pendant,brown,several,woods
2343,2344,edible,flat,fibrous,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,white,white,white,one,pendant,brown,several,woods
2344,2345,edible,convex,scaly,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,pink,pink,white,one,pendant,brown,solitary,woods
2345,2346,edible,convex,scaly,gray,yes,none,free,close,broad,purple,tapering,smooth,smooth,gray,pink,white,one,pendant,black,several,woods
2346,2347,edible,convex,fibrous,white,no,none,free,crowded,broad,chocolate,tapering,smooth,fibrous,white,white,white,one,evanescent,brown,scattered,grasses
2347,2348,edible,flat,scaly,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,gray,gray,white,one,pendant,brown,solitary,woods
2348,2349,edible,flat,smooth,gray,no,none,free,crowded,broad,brown,tapering,fibrous,fibrous,white,white,white,one,evanescent,brown,scattered,grasses
2349,2350,edible,flat,fibrous,brown,yes,none,free,close,broad,purple,tapering,smooth,smooth,gray,white,white,one,pendant,brown,solitary,woods
2350,2351,edible,convex,scaly,red,yes,none,free,close,broad,white,tapering,smooth,smooth,white,white,white,one,pendant,black,solitary,woods
2351,2352,poisonous,flat,scaly,white,yes,pungent,free,close,narrow,white,enlarging,smooth,smooth,white,white,white,one,pendant,brown,scattered,urban
2352,2353,edible,convex,scaly,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,white,gray,white,one,pendant,black,several,woods
2353,2354,edible,flat,fibrous,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,white,white,white,one,pendant,black,solitary,woods
2354,2355,edible,convex,fibrous,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,gray,gray,white,one,pendant,brown,solitary,woods
2355,2356,edible,convex,fibrous,red,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,gray,white,one,pendant,black,several,woods
2356,2357,edible,flat,fibrous,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,gray,white,white,one,pendant,black,several,woods
2357,2358,edible,convex,scaly,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,pink,gray,white,one,pendant,brown,solitary,woods
2358,2359,edible,convex,scaly,red,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,white,white,one,pendant,black,solitary,woods
2359,2360,edible,convex,scaly,brown,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,gray,white,one,pendant,brown,several,woods
2360,2361,edible,convex,scaly,brown,yes,none,free,close,broad,brown,tapering,smooth,smooth,white,white,white,one,pendant,brown,solitary,woods
2361,2362,edible,flat,fibrous,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,white,white,one,pendant,black,solitary,woods
2362,2363,edible,convex,scaly,gray,yes,none,free,close,broad,purple,tapering,smooth,smooth,gray,pink,white,one,pendant,black,solitary,woods
2363,2364,edible,convex,scaly,brown,yes,none,free,close,broad,brown,tapering,smooth,smooth,white,pink,white,one,pendant,black,solitary,woods
2364,2365,edible,convex,fibrous,red,yes,none,free,close,broad,white,tapering,smooth,smooth,white,gray,white,one,pendant,black,several,woods
2365,2366,edible,flat,fibrous,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,pink,gray,white,one,pendant,black,solitary,woods
2366,2367,edible,convex,fibrous,red,yes,none,free,close,broad,brown,tapering,smooth,smooth,white,white,white,one,pendant,black,several,woods
2367,2368,edible,flat,smooth,white,no,none,free,crowded,broad,black,tapering,smooth,smooth,white,white,white,one,evanescent,brown,abundant,grasses
2368,2369,edible,convex,scaly,brown,yes,none,free,close,broad,brown,tapering,smooth,smooth,gray,white,white,one,pendant,black,several,woods
2369,2370,edible,convex,fibrous,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,gray,gray,white,one,pendant,black,solitary,woods
2370,2371,edible,convex,fibrous,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,white,white,one,pendant,black,solitary,woods
2371,2372,edible,convex,fibrous,red,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,gray,white,one,pendant,brown,solitary,woods
2372,2373,edible,flat,fibrous,brown,yes,none,free,close,broad,brown,tapering,smooth,smooth,gray,pink,white,one,pendant,black,solitary,woods
2373,2374,edible,convex,fibrous,brown,yes,none,free,close,broad,purple,tapering,smooth,smooth,white,pink,white,one,pendant,brown,several,woods
2374,2375,edible,convex,scaly,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,gray,white,one,pendant,brown,solitary,woods
2375,2376,poisonous,flat,smooth,white,yes,pungent,free,close,narrow,white,enlarging,smooth,smooth,white,white,white,one,pendant,brown,several,urban
2376,2377,edible,convex,fibrous,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,gray,gray,white,one,pendant,black,several,woods
2377,2378,edible,flat,smooth,white,no,none,free,crowded,broad,black,tapering,smooth,smooth,white,white,white,one,evanescent,black,scattered,grasses
2378,2379,edible,convex,smooth,gray,no,none,free,crowded,broad,pink,tapering,smooth,fibrous,white,white,white,one,evanescent,brown,scattered,grasses
2379,2380,edible,convex,fibrous,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,pink,gray,white,one,pendant,black,several,woods
2380,2381,edible,flat,fibrous,brown,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,gray,white,one,pendant,black,solitary,woods
2381,2382,edible,convex,fibrous,red,yes,none,free,close,broad,brown,tapering,smooth,smooth,gray,gray,white,one,pendant,black,several,woods
2382,2383,edible,convex,scaly,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,gray,white,one,pendant,black,several,woods
